STT,Từ khóa,Mã loại,Tên loại,Danh_sach_tu_khoa,Danh_sach_tu_khoa_chuan,Text_TFIDF
11,"miễn phí giao, phí vận chuyển 20k, lỗi hệ thống, chưa cập nhật, đơn bị treo, chính sách mới, tải ứng dụng, server bảo trì, link, hàng triệu khách dùng, cho phép truy cập tin nhắn, quy trình chuẩn, đăng nhập ngân hàng, đối chiếu người nhận, giữ máy, lỗi 309, đồng bộ tài khoản, tài khoản ưu tiên, cấp quyền, xác minh cuối, giữ máy đừng tắt, tiền vẫn an toàn, đang xử lý giao dịch, hoàn lại hết, quy trình sắp xong, đừng thao tác gì",7,Giả mạo người giao hàng,"[""miễn_phí_giao"", ""phí_vận_chuyển_20k"", ""lỗi_hệ_thống"", ""chưa_cập_nhật"", ""đơn_bị_treo"", ""chính_sách_mới"", ""tải_ứng_dụng"", ""server_bảo_trì"", ""hàng_triệu_khách_dùng"", ""cho_phép_truy_cập_tin_nhắn"", ""quy_trình_chuẩn"", ""đăng_nhập_ngân_hàng"", ""đối_chiếu_người_nhận"", ""giữ_máy"", ""lỗi_309"", ""đồng_bộ_tài_khoản"", ""tài_khoản_ưu_tiên"", ""cấp_quyền"", ""xác_minh_cuối"", ""giữ_máy_đừng_tắt"", ""tiền_vẫn_an_toàn"", ""đang_xử_lý_giao_dịch"", ""hoàn_lại_hết"", ""quy_trình_sắp_xong"", ""đừng_thao_tác_gì""]","[""miễn_phí"", ""giao"", ""phí"", ""vận_chuyển"", ""20k"", ""lỗi"", ""hệ_thống"", ""chưa"", ""cập_nhật"", ""đơn_bị_treo"", ""chính_sách"", ""mới"", ""tải"", ""ứng_dụng"", ""server"", ""bảo_trì"", ""hàng_triệu_khách_dùng"", ""cho"", ""phép"", ""truy_cập"", ""tin"", ""nhắn"", ""quy_trình"", ""chuẩn"", ""đăng_nhập"", ""ngân_hàng"", ""đối_chiếu"", ""người"", ""nhận"", ""giữ_máy"", ""lỗi_309"", ""đồng_bộ"", ""tài_khoản"", ""ưu_tiên"", ""cấp_quyền"", ""xác_minh"", ""cuối"", ""giữ_máy_đừng_tắt"", ""tiền"", ""vẫn"", ""an_toàn"", ""đang"", ""xử_lý"", ""giao_dịch"", ""hoàn_lại_hết"", ""sắp"", ""xong"", ""đừng"", ""thao_tác"", ""gì""]",miễn_phí giao phí vận_chuyển 20k lỗi hệ_thống chưa cập_nhật đơn_bị_treo chính_sách mới tải ứng_dụng server bảo_trì hàng_triệu_khách_dùng cho phép truy_cập tin nhắn quy_trình chuẩn đăng_nhập ngân_hàng đối_chiếu người nhận giữ_máy lỗi_309 đồng_bộ tài_khoản ưu_tiên cấp_quyền xác_minh cuối giữ_máy_đừng_tắt tiền vẫn an_toàn đang xử_lý giao_dịch hoàn_lại_hết sắp xong đừng thao_tác gì
12,"quản lý, chương trình, tiktok, trúng quà, miễn phí, tham gia, nhóm, cộng tác viên, zalo, nhiệm vụ, kiếm tiền, tiền, hoa hồng, mua hộ, sản phẩm, xem video, trị giá, giá, nhận lại tiền, chuyển tiền, yêu cầu, nạp, nạp thêm, kích hoạt, hoàn tiền",3,Lừa đảo quà tặng,"[""quản_lý"", ""chương_trình"", ""tiktok"", ""trúng_quà"", ""miễn_phí"", ""tham_gia"", ""nhóm"", ""cộng_tác_viên"", ""zalo"", ""nhiệm_vụ"", ""kiếm_tiền"", ""hoa_hồng"", ""mua_hộ"", ""sản_phẩm"", ""xem_video"", ""trị_giá"", ""giá"", ""nhận_lại_tiền"", ""yêu_cầu"", ""nạp"", ""nạp_thêm"", ""kích_hoạt"", ""hoàn_tiền""]","[""quản_lý"", ""chương_trình"", ""tiktok"", ""trúng_quà"", ""miễn_phí"", ""tham_gia"", ""nhóm"", ""cộng_tác_viên"", ""zalo"", ""nhiệm_vụ"", ""kiếm_tiền"", ""hoa_hồng"", ""mua_hộ"", ""sản_phẩm"", ""xem_video"", ""trị_giá"", ""giá"", ""nhận_lại_tiền"", ""yêu_cầu"", ""nạp"", ""nạp_thêm"", ""kích_hoạt"", ""hoàn_tiền""]",quản_lý chương_trình tiktok trúng_quà miễn_phí tham_gia nhóm cộng_tác_viên zalo nhiệm_vụ kiếm_tiền hoa_hồng mua_hộ sản_phẩm xem_video trị_giá giá nhận_lại_tiền yêu_cầu nạp nạp_thêm kích_hoạt hoàn_tiền
13,"nhân viên, chăm sóc khách hàng, Shopee, chương trình, tri ân, khách hàng, thân thiết, gói quà miễn phí, tem cào trúng thưởng, cơ hội nhận tiền, mã QR, miễn phí, không lừa đảo, Shopee, thông tin, quà tặng, cào tem, quét QR, thông tin tài khoản, OTP, link, thông tin, đăng nhập, ngân hàng, tài khoản ngân hàng",3,Lừa đảo quà tặng,"[""nhân_viên"", ""chăm_sóc_khách_hàng"", ""shopee"", ""chương_trình"", ""tri_ân"", ""khách_hàng"", ""thân_thiết"", ""gói_quà_miễn_phí"", ""tem_cào_trúng_thưởng"", ""cơ_hội_nhận_tiền"", ""mã_qr"", ""miễn_phí"", ""không_lừa_đảo"", ""shopee"", ""thông_tin"", ""quà_tặng"", ""cào_tem"", ""quét_qr"", ""thông_tin_tài_khoản"", ""otp"", ""thông_tin"", ""đăng_nhập"", ""ngân_hàng"", ""tài_khoản_ngân_hàng""]","[""nhân_viên"", ""chăm_sóc"", ""khách_hàng"", ""shopee"", ""chương_trình"", ""tri_ân"", ""thân_thiết"", ""gói"", ""quà"", ""miễn_phí"", ""tem_cào_trúng_thưởng"", ""cơ_hội"", ""nhận"", ""tiền"", ""mã_qr"", ""không"", ""lừa_đảo"", ""thông_tin"", ""quà_tặng"", ""cào_tem"", ""quét_qr"", ""tài_khoản"", ""mã_otp"", ""đăng_nhập"", ""ngân_hàng""]",nhân_viên chăm_sóc khách_hàng shopee chương_trình tri_ân thân_thiết gói quà miễn_phí tem_cào_trúng_thưởng cơ_hội nhận tiền mã_qr không lừa_đảo thông_tin quà_tặng cào_tem quét_qr tài_khoản mã_otp đăng_nhập ngân_hàng
14,"nhân viên chăm sóc khách hàng, shopee, chương trình, tri ân khách hàng, khách hàng thân thiết, quà, miễn phí, tem cào, trúng thưởng, cơ hội, nhận tiền, tiền, mã QR, không lừa đảo, thông tin, quà tặng, cào tem, quét mã, QR, nhập thông tin, tài khoản, OTP, nhận thưởng, link, đăng nhập, ngân hàng",3,Lừa đảo quà tặng,"[""nhân_viên_chăm_sóc_khách_hàng"", ""shopee"", ""chương_trình"", ""tri_ân_khách_hàng"", ""khách_hàng_thân_thiết"", ""quà"", ""miễn_phí"", ""tem_cào"", ""trúng_thưởng"", ""cơ_hội"", ""nhận_tiền"", ""mã_qr"", ""không_lừa_đảo"", ""thông_tin"", ""quà_tặng"", ""cào_tem"", ""quét_mã"", ""qr"", ""nhập_thông_tin"", ""otp"", ""nhận_thưởng"", ""đăng_nhập"", ""ngân_hàng""]","[""nhân_viên"", ""chăm_sóc"", ""khách_hàng"", ""shopee"", ""chương_trình"", ""tri"", ""ân"", ""thân_thiết"", ""quà"", ""miễn_phí"", ""tem_cào"", ""trúng_thưởng"", ""cơ_hội"", ""nhận_tiền"", ""mã_qr"", ""không"", ""lừa_đảo"", ""thông_tin"", ""quà_tặng"", ""cào_tem"", ""quét_mã"", ""qr"", ""nhập"", ""mã_otp"", ""nhận_thưởng"", ""đăng_nhập"", ""ngân_hàng""]",nhân_viên chăm_sóc khách_hàng shopee chương_trình tri ân thân_thiết quà miễn_phí tem_cào trúng_thưởng cơ_hội nhận_tiền mã_qr không lừa_đảo thông_tin quà_tặng cào_tem quét_mã qr nhập mã_otp nhận_thưởng đăng_nhập ngân_hàng
15,"quà tri ân, người dùng, Youtube, đăng ký, nhân viên, chương trình, tri ân, đóng phí, giấy tờ, xác minh, không xác nhận, quà, chuyển người khác, trúng iPad, đăng nhập, tài khoản Google, xác minh",3,Lừa đảo quà tặng,"[""quà_tri_ân"", ""người_dùng"", ""youtube"", ""đăng_ký"", ""nhân_viên"", ""chương_trình"", ""tri_ân"", ""đóng_phí"", ""giấy_tờ"", ""không_xác_nhận"", ""quà"", ""chuyển_người_khác"", ""trúng_ipad"", ""đăng_nhập"", ""tài_khoản_google""]","[""quà"", ""tri_ân"", ""người_dùng"", ""youtube"", ""đăng_ký"", ""nhân_viên"", ""chương_trình"", ""đóng_phí"", ""giấy_tờ"", ""không"", ""xác_nhận"", ""chuyển_người_khác"", ""trúng_ipad"", ""đăng_nhập"", ""tài_khoản"", ""google""]",quà tri_ân người_dùng youtube đăng_ký nhân_viên chương_trình đóng_phí giấy_tờ không xác_nhận chuyển_người_khác trúng_ipad đăng_nhập tài_khoản google
16,"nhân viên TikTok, được chọn, nhận quà, tri ân, 0 đồng, TikTok, đủ điều kiện, yêu cầu, phí vận chuyển, chuyển ngay, đóng thêm phí, xử lý đơn hàng, số nội bộ",3,Lừa đảo quà tặng,"[""nhân_viên_tiktok"", ""được_chọn"", ""nhận_quà"", ""tri_ân"", ""0_đồng"", ""tiktok"", ""đủ_điều_kiện"", ""yêu_cầu"", ""phí_vận_chuyển"", ""chuyển_ngay"", ""đóng_thêm_phí"", ""xử_lý_đơn_hàng"", ""số_nội_bộ""]","[""nhân_viên"", ""tiktok"", ""được_chọn"", ""nhận_quà"", ""tri_ân"", ""0_đồng"", ""đủ"", ""điều_kiện"", ""yêu_cầu"", ""phí"", ""vận_chuyển"", ""chuyển_ngay"", ""đóng_thêm_phí"", ""xử_lý"", ""đơn"", ""hàng"", ""số"", ""nội_bộ""]",nhân_viên tiktok được_chọn nhận_quà tri_ân 0_đồng đủ điều_kiện yêu_cầu phí vận_chuyển chuyển_ngay đóng_thêm_phí xử_lý đơn hàng số nội_bộ
17,"nhân viên mới, TikTok, nhận quà, miễn phí, 0 đồng. Không phải trả tiền, shipper, giao quà, hướng dẫn sử dụng, Zalo, tải ứng dụng, Zalo, tham gia, team video, tiền",3,Lừa đảo quà tặng,"[""nhân_viên_mới"", ""tiktok"", ""nhận_quà"", ""miễn_phí"", ""0_đồng_không_phải_trả_tiền"", ""shipper"", ""giao_quà"", ""hướng_dẫn_sử_dụng"", ""zalo"", ""tải_ứng_dụng"", ""zalo"", ""tham_gia"", ""team_video""]","[""nhân_viên"", ""mới"", ""tiktok"", ""nhận_quà"", ""miễn_phí"", ""0_đồng_không_phải_trả_tiền"", ""shipper"", ""giao_quà"", ""hướng_dẫn"", ""sử_dụng"", ""zalo"", ""tải"", ""ứng_dụng"", ""tham_gia"", ""team_video""]",nhân_viên mới tiktok nhận_quà miễn_phí 0_đồng_không_phải_trả_tiền shipper giao_quà hướng_dẫn sử_dụng zalo tải ứng_dụng tham_gia team_video
18,"nhân viên, chúc mừng, trúng giải đặc biệt, chương trình, tri ân, khách hàng, nội bộ, giải thật, giao tận tay, phong bì tài liệu, mã số trúng thưởng, con dấu công ty, quy trình, xác minh, danh tính, tài khoản, nhận giải, khóa mã thưởng, tránh trùng, thu hồi, không cung cấp, tên chương trình, ngàu tổ chức, trụ sở, đang nâng cấp, nơi mua hàng",3,Lừa đảo quà tặng,"[""nhân_viên"", ""chúc_mừng"", ""trúng_giải_đặc_biệt"", ""chương_trình"", ""tri_ân"", ""khách_hàng"", ""nội_bộ"", ""giải_thật"", ""giao_tận_tay"", ""phong_bì_tài_liệu"", ""mã_số_trúng_thưởng"", ""con_dấu_công_ty"", ""quy_trình"", ""danh_tính"", ""nhận_giải"", ""khóa_mã_thưởng"", ""tránh_trùng"", ""thu_hồi"", ""không_cung_cấp"", ""tên_chương_trình"", ""ngàu_tổ_chức"", ""trụ_sở"", ""đang_nâng_cấp"", ""nơi_mua_hàng""]","[""nhân_viên"", ""chúc_mừng"", ""trúng"", ""giải"", ""đặc_biệt"", ""chương_trình"", ""tri_ân"", ""khách_hàng"", ""nội_bộ"", ""giải_thật"", ""giao"", ""tận_tay"", ""phong_bì"", ""tài_liệu"", ""mã_số"", ""thưởng"", ""con_dấu"", ""công_ty"", ""quy_trình"", ""danh_tính"", ""nhận_giải"", ""khóa_mã_thưởng"", ""tránh_trùng"", ""thu_hồi"", ""không"", ""cung_cấp"", ""tên"", ""ngàu"", ""tổ_chức"", ""trụ_sở"", ""đang"", ""nâng_cấp"", ""nơi_mua_hàng""]",nhân_viên chúc_mừng trúng giải đặc_biệt chương_trình tri_ân khách_hàng nội_bộ giải_thật giao tận_tay phong_bì tài_liệu mã_số thưởng con_dấu công_ty quy_trình danh_tính nhận_giải khóa_mã_thưởng tránh_trùng thu_hồi không cung_cấp tên ngàu tổ_chức trụ_sở đang nâng_cấp nơi_mua_hàng
19,"nhân viên, giao nhận, ứng dụng, thương mại điện tử, đơn hàng, 0 đồng, gửi tặng, chương trình, nội bộ, thanh toán, xác nhận, nhập, số điện thoại, app, hệ thống, đơn, chưa cập nhật, link, SMS, truy cập",5,Giả mạo nhà tuyển dụng,"[""nhân_viên"", ""giao_nhận"", ""ứng_dụng"", ""thương_mại_điện_tử"", ""đơn_hàng"", ""0_đồng"", ""gửi_tặng"", ""chương_trình"", ""nội_bộ"", ""thanh_toán"", ""xác_nhận"", ""nhập"", ""số_điện_thoại"", ""app"", ""hệ_thống"", ""đơn"", ""chưa_cập_nhật"", ""sms"", ""truy_cập""]","[""nhân_viên"", ""giao_nhận"", ""ứng_dụng"", ""thương_mại"", ""điện_tử"", ""đơn_hàng"", ""0_đồng"", ""gửi_tặng"", ""chương_trình"", ""nội_bộ"", ""thanh_toán"", ""xác_nhận"", ""nhập"", ""số"", ""điện_thoại"", ""hệ_thống"", ""đơn"", ""chưa"", ""cập_nhật"", ""sms"", ""truy_cập""]",nhân_viên giao_nhận ứng_dụng thương_mại điện_tử đơn_hàng 0_đồng gửi_tặng chương_trình nội_bộ thanh_toán xác_nhận nhập số điện_thoại hệ_thống đơn chưa cập_nhật sms truy_cập
20,"nhân viên, sàn thương mại, shoppe, quà tặng, tri ân, miễn phí, tham gia, nhóm, nhiệm vụ, hỗ trợ, link, yêu cầu, thông tin, đăng ký, thẻ hội viên, hoàn tiền, tiền, đơn hàng, giá, số tài khoản, tên thụ hưởng, ngân hang, xác nhận, số dư, nạp tiền, có hạn",3,Lừa đảo quà tặng,"[""nhân_viên"", ""sàn_thương_mại"", ""shoppe"", ""quà_tặng"", ""tri_ân"", ""miễn_phí"", ""tham_gia"", ""nhóm"", ""nhiệm_vụ"", ""hỗ_trợ"", ""yêu_cầu"", ""thông_tin"", ""đăng_ký"", ""thẻ_hội_viên"", ""hoàn_tiền"", ""đơn_hàng"", ""giá"", ""số_tài_khoản"", ""tên_thụ_hưởng"", ""ngân_hang"", ""xác_nhận"", ""số_dư"", ""nạp_tiền"", ""có_hạn""]","[""nhân_viên"", ""sàn"", ""thương_mại"", ""shoppe"", ""quà_tặng"", ""tri_ân"", ""miễn_phí"", ""tham_gia"", ""nhóm"", ""nhiệm_vụ"", ""hỗ_trợ"", ""yêu_cầu"", ""thông_tin"", ""đăng_ký"", ""thẻ"", ""hội_viên"", ""hoàn_tiền"", ""đơn_hàng"", ""giá"", ""số"", ""tài_khoản"", ""tên"", ""thụ_hưởng"", ""ngân_hàng"", ""xác_nhận"", ""số_dư"", ""nạp_tiền"", ""có_hạn""]",nhân_viên sàn thương_mại shoppe quà_tặng tri_ân miễn_phí tham_gia nhóm nhiệm_vụ hỗ_trợ yêu_cầu thông_tin đăng_ký thẻ hội_viên hoàn_tiền đơn_hàng giá số tài_khoản tên thụ_hưởng ngân_hàng xác_nhận số_dư nạp_tiền có_hạn
21,"nhân viên, nền tảng X, khách hàng, may mắn, nhận quà, 0 đồng, tham gia nhóm, nhiệm vụ, xem quảng cáo, chụp màn hình, đổi quà, nâng cấp tài khoản, nạp tiền, đã nạp, lời thật, nạp thêm, lợi nhuận cao, nạp nhiều, lãi càng lớn, hoàn tiền",3,Lừa đảo quà tặng,"[""nhân_viên"", ""nền_tảng_x"", ""khách_hàng"", ""may_mắn"", ""nhận_quà"", ""0_đồng"", ""tham_gia_nhóm"", ""nhiệm_vụ"", ""xem_quảng_cáo"", ""chụp_màn_hình"", ""đổi_quà"", ""nâng_cấp_tài_khoản"", ""nạp_tiền"", ""đã_nạp"", ""lời_thật"", ""nạp_thêm"", ""lợi_nhuận_cao"", ""nạp_nhiều"", ""lãi_càng_lớn"", ""hoàn_tiền""]","[""nhân_viên"", ""nền_tảng"", ""x"", ""khách_hàng"", ""may_mắn"", ""nhận_quà"", ""0_đồng"", ""tham_gia"", ""nhóm"", ""nhiệm_vụ"", ""xem"", ""quảng_cáo"", ""chụp"", ""màn_hình"", ""đổi_quà"", ""nâng_cấp"", ""tài_khoản"", ""nạp_tiền"", ""đã_nạp"", ""lời_thật"", ""nạp_thêm"", ""lợi_nhuận"", ""cao"", ""nạp_nhiều"", ""lãi_càng_lớn"", ""hoàn_tiền""]",nhân_viên nền_tảng x khách_hàng may_mắn nhận_quà 0_đồng tham_gia nhóm nhiệm_vụ xem quảng_cáo chụp màn_hình đổi_quà nâng_cấp tài_khoản nạp_tiền đã_nạp lời_thật nạp_thêm lợi_nhuận cao nạp_nhiều lãi_càng_lớn hoàn_tiền
22,"công ty, trúng, trúng iphone, chương trình, quay số, ngẫu nhiên, yêu cầu, đóng, tiền, hồ sơ, thuế, phí, phí vận chuyển, vận chuyển, chuyển tiền",3,Lừa đảo quà tặng,"[""công_ty"", ""trúng"", ""trúng_iphone"", ""chương_trình"", ""quay_số"", ""ngẫu_nhiên"", ""yêu_cầu"", ""đóng"", ""thuế"", ""phí"", ""phí_vận_chuyển"", ""vận_chuyển""]","[""công_ty"", ""trúng"", ""trúng_iphone"", ""chương_trình"", ""quay_số"", ""ngẫu_nhiên"", ""yêu_cầu"", ""đóng"", ""thuế"", ""phí"", ""vận_chuyển""]",công_ty trúng trúng_iphone chương_trình quay_số ngẫu_nhiên yêu_cầu đóng thuế phí vận_chuyển
23,"nhân viên TikTok, chương trình, tri ân, người dùng, quà tặng, 0 đồng, khách hàng, may mắn, quà đặc biệt, chuyển tiền trước, phí vận chuyển, tài khoản, ngân hàng, giao hàng, xác nhận, chuyển sớm, chuyển giao, số điện thoại, nội bộ",3,Lừa đảo quà tặng,"[""nhân_viên_tiktok"", ""chương_trình"", ""tri_ân"", ""người_dùng"", ""quà_tặng"", ""0_đồng"", ""khách_hàng"", ""may_mắn"", ""quà_đặc_biệt"", ""chuyển_tiền_trước"", ""phí_vận_chuyển"", ""ngân_hàng"", ""giao_hàng"", ""xác_nhận"", ""chuyển_sớm"", ""chuyển_giao"", ""số_điện_thoại"", ""nội_bộ""]","[""nhân_viên"", ""tiktok"", ""chương_trình"", ""tri_ân"", ""người_dùng"", ""quà_tặng"", ""0_đồng"", ""khách_hàng"", ""may_mắn"", ""quà"", ""đặc_biệt"", ""chuyển_khoản"", ""phí"", ""vận_chuyển"", ""ngân_hàng"", ""giao_hàng"", ""xác_nhận"", ""chuyển_sớm"", ""chuyển_giao"", ""số"", ""điện_thoại"", ""nội_bộ""]",nhân_viên tiktok chương_trình tri_ân người_dùng quà_tặng 0_đồng khách_hàng may_mắn quà đặc_biệt chuyển_khoản phí vận_chuyển ngân_hàng giao_hàng xác_nhận chuyển_sớm chuyển_giao số điện_thoại nội_bộ
24,"trung tâm, chăm sóc khách hàng, số điện thoại, trúng, xe máy, chương trình, khách hàng may mắn, khách hàng, may mắn, định danh, đối tác, viễn thông, chọn, ngẫu nhiên, chỉ dành cho, thuê bao, năm, giá trị, xác thự",3,Lừa đảo quà tặng,"[""trung_tâm"", ""chăm_sóc_khách_hàng"", ""số_điện_thoại"", ""trúng"", ""xe_máy"", ""chương_trình"", ""khách_hàng_may_mắn"", ""khách_hàng"", ""may_mắn"", ""định_danh"", ""đối_tác"", ""viễn_thông"", ""chọn"", ""ngẫu_nhiên"", ""chỉ_dành_cho"", ""thuê_bao"", ""năm"", ""giá_trị"", ""xác_thự""]","[""trung_tâm"", ""chăm_sóc"", ""khách_hàng"", ""số"", ""điện_thoại"", ""trúng"", ""xe_máy"", ""chương_trình"", ""may_mắn"", ""định_danh"", ""đối_tác"", ""viễn_thông"", ""chọn"", ""ngẫu_nhiên"", ""chỉ_dành_cho"", ""thuê_bao"", ""năm"", ""giá_trị"", ""xác_thự""]",trung_tâm chăm_sóc khách_hàng số điện_thoại trúng xe_máy chương_trình may_mắn định_danh đối_tác viễn_thông chọn ngẫu_nhiên chỉ_dành_cho thuê_bao năm giá_trị xác_thự
25,"nhân viên, công ty, TikTok, trúng, trúng quà, tri ân, 0 đồng, máy xay thịt, nồi lẩu, máy hút bụi, yêu cầu, kết bạn, zalo, tham gia, nhóm, hướng dẫn, nhận quà, miễn phí, nhiệm vụ, xem quảng cáo, chụp màn hình, thưởng, đổi quà, nâng cấp, tài khoản, nạp, ti",3,Lừa đảo quà tặng,"[""nhân_viên"", ""công_ty"", ""tiktok"", ""trúng"", ""trúng_quà"", ""tri_ân"", ""0_đồng"", ""máy_xay_thịt"", ""nồi_lẩu"", ""máy_hút_bụi"", ""yêu_cầu"", ""kết_bạn"", ""zalo"", ""tham_gia"", ""nhóm"", ""hướng_dẫn"", ""nhận_quà"", ""miễn_phí"", ""nhiệm_vụ"", ""xem_quảng_cáo"", ""chụp_màn_hình"", ""thưởng"", ""đổi_quà"", ""nâng_cấp"", ""nạp"", ""ti""]","[""nhân_viên"", ""công_ty"", ""tiktok"", ""trúng"", ""trúng_quà"", ""tri_ân"", ""0_đồng"", ""máy_xay"", ""thịt"", ""nồi_lẩu"", ""máy"", ""hút_bụi"", ""yêu_cầu"", ""kết_bạn"", ""zalo"", ""tham_gia"", ""nhóm"", ""hướng_dẫn"", ""nhận_quà"", ""miễn_phí"", ""nhiệm_vụ"", ""xem"", ""quảng_cáo"", ""chụp"", ""màn_hình"", ""thưởng"", ""đổi_quà"", ""nâng_cấp"", ""nạp"", ""ti""]",nhân_viên công_ty tiktok trúng trúng_quà tri_ân 0_đồng máy_xay thịt nồi_lẩu máy hút_bụi yêu_cầu kết_bạn zalo tham_gia nhóm hướng_dẫn nhận_quà miễn_phí nhiệm_vụ xem quảng_cáo chụp màn_hình thưởng đổi_quà nâng_cấp nạp ti
26,"sàn, nền tảng, nhân viên, chương trình, tri ân, khách hàng, tri ân khách hàng, xác nhận, nhận, quà, khởi động, kết bạn, zalo, máy xay thịt, nồi chiên, lò nướng, cung cấp, thông tin, cá nhân, thông tin cá nhân, yêu cầu, tham gia, nhóm, hướng dẫn, tải app, ",3,Lừa đảo quà tặng,"[""sàn"", ""nền_tảng"", ""nhân_viên"", ""chương_trình"", ""tri_ân"", ""khách_hàng"", ""tri_ân_khách_hàng"", ""xác_nhận"", ""nhận"", ""quà"", ""khởi_động"", ""kết_bạn"", ""zalo"", ""máy_xay_thịt"", ""nồi_chiên"", ""lò_nướng"", ""cung_cấp"", ""thông_tin"", ""cá_nhân"", ""thông_tin_cá_nhân"", ""yêu_cầu"", ""tham_gia"", ""nhóm"", ""hướng_dẫn"", ""tải_app""]","[""sàn"", ""nền_tảng"", ""nhân_viên"", ""chương_trình"", ""tri_ân"", ""khách_hàng"", ""tri"", ""ân"", ""xác_nhận"", ""nhận"", ""quà"", ""khởi_động"", ""kết_bạn"", ""zalo"", ""máy_xay"", ""thịt"", ""nồi_chiên"", ""lò_nướng"", ""cung_cấp"", ""thông_tin"", ""cá_nhân"", ""yêu_cầu"", ""tham_gia"", ""nhóm"", ""hướng_dẫn"", ""cài_app""]",sàn nền_tảng nhân_viên chương_trình tri_ân khách_hàng tri ân xác_nhận nhận quà khởi_động kết_bạn zalo máy_xay thịt nồi_chiên lò_nướng cung_cấp thông_tin cá_nhân yêu_cầu tham_gia nhóm hướng_dẫn cài_app
27,"thượng úy, phòng cảnh sát, nghi ngờ, nghi can, rửa tiền, kiện hàng, ma túy, hồ sơ, xuyên quốc gia, tạm giam, hợp tác, điều tra, giám sát, bí mật, chuyển tiền, tài khoản, Bộ Công An, kiểm tra, mức án, năm, Viện Kiểm Sát, khởi tố, niêm phong, tài sản, hợp tác, bật loa ngoài, không kể cho ai, phút, giây, cản trở điều tra",1,Giả mạo là công an,"[""thượng_úy"", ""phòng_cảnh_sát"", ""nghi_ngờ"", ""nghi_can"", ""rửa_tiền"", ""kiện_hàng"", ""ma_túy"", ""xuyên_quốc_gia"", ""tạm_giam"", ""hợp_tác"", ""điều_tra"", ""giám_sát"", ""bí_mật"", ""bộ_công_an"", ""kiểm_tra"", ""mức_án"", ""năm"", ""viện_kiểm_sát"", ""khởi_tố"", ""niêm_phong"", ""tài_sản"", ""hợp_tác"", ""bật_loa_ngoài"", ""không_kể_cho_ai"", ""phút"", ""giây"", ""cản_trở_điều_tra""]","[""thượng_úy"", ""phòng"", ""cảnh_sát"", ""nghi_ngờ"", ""nghi_can"", ""rửa_tiền"", ""kiện_hàng"", ""ma_túy"", ""xuyên"", ""quốc_gia"", ""tạm_giam"", ""hợp_tác"", ""điều_tra"", ""giám_sát"", ""bí_mật"", ""bộ"", ""công_an"", ""kiểm_tra"", ""mức_án"", ""năm"", ""viện"", ""kiểm_sát"", ""khởi_tố"", ""niêm_phong"", ""tài_sản"", ""bật_loa_ngoài"", ""không_kể_cho_ai"", ""phút"", ""giây"", ""cản_trở""]",thượng_úy phòng cảnh_sát nghi_ngờ nghi_can rửa_tiền kiện_hàng ma_túy xuyên quốc_gia tạm_giam hợp_tác điều_tra giám_sát bí_mật bộ công_an kiểm_tra mức_án năm viện kiểm_sát khởi_tố niêm_phong tài_sản bật_loa_ngoài không_kể_cho_ai phút giây cản_trở
28,"nhân viên, trung tâm, kiểm soát, dịch Covid-19, mắc Covid-19, xử lý ngay, đến gặp ngay, cách ly, lập tức, chuyển tiền, tránh cách ly, cách duy nhất, hành động, ngay bây giờ, không có thời gian, nghiêm trọng, sức khỏe, chuyển tiền",8,Lừa đảo liên quan sức khỏe,"[""nhân_viên"", ""trung_tâm"", ""kiểm_soát"", ""dịch_covid19"", ""mắc_covid19"", ""xử_lý_ngay"", ""đến_gặp_ngay"", ""cách_ly"", ""lập_tức"", ""tránh_cách_ly"", ""cách_duy_nhất"", ""hành_động"", ""ngay_bây_giờ"", ""không_có_thời_gian"", ""nghiêm_trọng"", ""sức_khỏe""]","[""nhân_viên"", ""trung_tâm"", ""kiểm_soát"", ""dịch_covid19"", ""mắc_covid19"", ""xử_lý"", ""ngay"", ""đến_gặp_ngay"", ""cách_ly"", ""lập_tức"", ""tránh"", ""cách"", ""duy_nhất"", ""hành_động"", ""không"", ""có"", ""thời_gian"", ""nghiêm_trọng"", ""sức_khỏe""]",nhân_viên trung_tâm kiểm_soát dịch_covid19 mắc_covid19 xử_lý ngay đến_gặp_ngay cách_ly lập_tức tránh cách duy_nhất hành_động không có thời_gian nghiêm_trọng sức_khỏe
